Parameters;From;To;Time;Age;Group;Step;Estimates;CI-;CI+;SE 
E;7;3;38;2;2;1;0,161358386;0,133034477;0,194360726;0,015619685
E;3;3;39;2;2;1;0,054103431;0,038489654;0,075553413;0,009318261
E;5;3;39;2;2;1;0,010631492;0,006471026;0,01741998;0,002686943
E;3;3;40;2;2;1;0,601807029;0,538719348;0,66168498;0,031520849
E;4;3;40;2;2;1;0,209164244;0,132671144;0,313803665;0,046212629
E;1;2;41;2;2;1;0,109509964;0,080566685;0,147186491;0,016862369
E;2;2;41;2;2;1;0,016549942;0,008705401;0,031240521;0,005400855
E;3;3;41;2;2;1;0,364733616;0,289962685;0,446656529;0,040274728
E;11;3;41;2;2;1;0,067832624;0,046293873;0,098359009;0,01306169
E;3;3;42;2;2;1;0,430031389;0,378953634;0,482643404;0,026544905
E;7;3;42;2;2;1;0,091600878;0,074579206;0,112037174;0,009515838
E;3;3;43;2;2;1;0,153914964;0,124583057;0,188664469;0,016311899
E;5;3;43;2;2;1;0,033046643;0,021679444;0,050068982;0,007063305
E;3;3;44;2;2;1;0,207860428;0,167031401;0,255607114;0,022593227
E;4;3;44;2;2;1;0,043904484;0,025596283;0,074309289;0,011962065
E;1;2;45;2;2;1;0,083825796;0,060386201;0,115247784;0,013841167
E;2;2;45;2;2;1;0,012365606;0,006474972;0,023488575;0,004068332
E;3;3;45;2;2;1;0,239118928;0,181872884;0,307608782;0,032136147
E;11;3;45;2;2;1;0,038305328;0,025681447;0,056772978;0,007759696
E;3;3;46;2;2;1;0,531628977;0,478574438;0,583977934;0,026988487
E;7;3;46;2;2;1;0,131720109;0,108290983;0,159312585;0,012982337
E;3;3;47;2;2;1;0,193118333;0,159433598;0,231955994;0,018490108
E;5;3;47;2;2;1;0,043029586;0,028450081;0,06458383;0,009009946
E;3;3;48;2;2;1;0,350670152;0,29317902;0,412850106;0,030658169
E;4;3;48;2;2;1;0,086347899;0,051311084;0,141734654;0,02246443
E;1;2;49;2;2;1;0,058432252;0,040349328;0,083910599;0,010928252
E;2;2;49;2;2;1;0,008420698;0,004289678;0,016464166;0,002891065
E;3;3;49;2;2;1;0,207167239;0,155602094;0,270349502;0,029266137
E;11;3;49;2;2;1;0,032056371;0,021466375;0,047616503;0,006520623
E;3;3;50;2;2;1;0,677640504;0,624803677;0,726296121;0,025963777
E;7;3;50;2;2;1;0,219330809;0,18119779;0,262912109;0,02085125
E;3;3;51;2;2;1;0,178754851;0,143173961;0,220898472;0,019800846
E;5;3;51;2;2;1;0,03928568;0,025410711;0,060268271;0,008665873
E;3;3;52;2;2;1;0,508688869;0,439258703;0,577785464;0,035567073
E;4;3;52;2;2;1;0,153395819;0,093405098;0,241646544;0,037405129
E;1;2;53;2;2;1;0,106668723;0,079272067;0,142072727;0,015900352
E;2;2;53;2;2;1;0,016077009;0,008589893;0,029893267;0,005119917
E;3;3;53;2;2;1;0,379722555;0,303041639;0,462919067;0,041113719
E;11;3;53;2;2;1;0,072003183;0,049318458;0,103980832;0,013723842
E;3;3;54;2;2;1;0,585125314;0,528899602;0,639217999;0,028253819
E;7;3;54;2;2;1;0,158601533;0,129579663;0,192684508;0,016068801
E;3;3;55;2;2;1;0,20524603;0,16614045;0,250787835;0,021589135
E;5;3;55;2;2;1;0,046272337;0,030266466;0,070130483;0,009932834
E;3;3;56;2;2;1;0,565297931;0,496099365;0,632041958;0,034891386
E;4;3;56;2;2;1;0,185385341;0,115055448;0,284866949;0,043134963
E;1;2;57;2;2;1;0,096091277;0,070420488;0,129813182;0,015014791
E;2;2;57;2;2;1;0,014338599;0,007698465;0,026552773;0,004533005
E;3;3;57;2;2;1;0,134592461;0,09325668;0,190402873;0,024576396
E;11;3;57;2;2;1;0,019330694;0,012229148;0,030429113;0,004498301
E;3;3;58;2;2;1;0,579747007;0,520696866;0,636599464;0,029696799
E;7;3;58;2;2;1;0,155672636;0,125773775;0,191125169;0,016635665
E;3;3;59;2;2;1;0,262715135;0,214499491;0,317389582;0,026298142
E;5;3;59;2;2;1;0,062742754;0,040661308;0,095620472;0,013712998
E;3;3;60;2;2;1;0,538137628;0,47331892;0,601692111;0,032928881
E;4;3;60;2;2;1;0,169366562;0,106283048;0,259040198;0,038698912
E;1;2;61;2;2;1;0,157442377;0,121106802;0,202171958;0,020616102
E;2;2;61;2;2;1;0,024933086;0,013603391;0,04526579;0,007658459
E;3;3;61;2;2;1;0,351159757;0,284172347;0,424572125;0,036026876
E;11;3;61;2;2;1;0,06419167;0,045190718;0,090425174;0,011373135
E;3;3;62;2;2;1;0,654803699;0,601837969;0,704186758;0,026189367
E;7;3;62;2;2;1;0,202248881;0,167208708;0,242493904;0,019200185
E;3;3;63;2;2;1;0,265307412;0,219409867;0,316908174;0,024916439
E;5;3;63;2;2;1;0,063531881;0,042131318;0,094727821;0,013154161
E;3;3;64;2;2;1;0,468533478;0,408466;0,5295269;0,031034484
E;4;3;64;2;2;1;0,133657096;0,083701252;0,206702458;0,030961908
E;1;2;65;2;2;1;0,134216776;0,101785799;0,174968055;0,018578171
E;2;2;65;2;2;1;0,020773065;0,011271253;0,037977355;0,006445554
E;3;3;65;2;2;1;0,457236762;0,384848922;0,531476647;0,037674579
E;11;3;65;2;2;1;0,096471167;0,069389789;0,132615674;0,015966974
E;3;3;66;2;2;1;0,655224239;0,600765961;0,705890702;0,026904146
E;7;3;66;2;2;1;0,202549315;0,166560879;0,244036842;0,019758821
E;3;3;67;2;2;1;0,298385321;0,253464579;0,347560786;0,02405623
E;5;3;67;2;2;1;0,073986282;0,049762012;0,108654585;0,014766893
E;3;3;68;2;2;1;0,260169944;0,213397245;0,313113574;0,025482443
E;4;3;68;2;2;1;0,057973026;0,035097913;0,09429998;0,014651351
E;1;2;69;2;2;1;0,095721279;0,071235472;0,127468479;0,01422775
E;2;2;69;2;2;1;0,014278416;0,007728128;0,026233884;0,004455782
E;3;3;69;2;2;1;0,516167191;0,435525036;0,595976064;0,041287791
E;11;3;69;2;2;1;0,119108391;0,085352586;0,163823043;0,019851979
E;3;3;70;2;2;1;0,634916983;0,572826384;0,692822232;0,030745955
E;7;3;70;2;2;1;0,188597301;0,151658234;0,232072273;0,020495154
E;3;3;71;2;2;1;0,383587378;0,332873283;0,436967099;0,026644924
E;5;3;71;2;2;1;0,104671876;0,071791869;0,150174275;0,019753206
E;3;3;72;2;2;1;0,110543016;0,081456541;0,148338383;0,016931324
E;4;3;72;2;2;1;0,021286268;0,011902763;0,037784355;0,006280067
E;1;2;73;2;2;1;0,060588406;0,042533743;0,085621549;0,010827169
E;2;2;73;2;2;1;0,008748569;0,004609875;0,016541191;0,002853169
E;3;3;73;2;2;1;0,582539012;0,493978839;0,66607724;0,044330921
E;11;3;73;2;2;1;0,150282522;0,105726034;0,209223417;0,02624149
E;3;3;74;2;2;1;0,633837228;0,572311288;0,691286567;0,030482431
E;7;3;74;2;2;1;0,187885946;0,150708053;0,231732747;0,020649769
E;3;3;75;2;2;1;0,419697422;0,358487957;0,483481424;0,032049049
E;5;3;75;2;2;1;0,119620768;0,081923081;0,171426326;0,022592255
E;3;3;76;2;2;1;0,187678107;0,143012864;0,242348188;0,02530442
E;4;3;76;2;2;1;0,038860584;0,021942404;0,06791732;0,011224351
E;1;2;77;2;2;1;0,12909627;0,098102429;0,168057487;0,017754588
E;2;2;77;2;2;1;0,019881167;0,010786177;0,036363214;0,006171307
E;3;3;77;2;2;1;0,59951548;0,525957805;0,668845645;0,03669094
E;11;3;77;2;2;1;0,159474227;0,118312419;0,211520989;0,023687427
E;3;3;78;2;2;1;0,783517992;0,735457009;0,824925989;0,022828988
E;7;3;78;2;2;1;0,326021845;0,270978856;0,386320687;0,029532446
E;3;3;79;2;2;1;0,417156679;0,361827411;0,47465384;0,028901657
E;5;3;79;2;2;1;0,118525579;0,082440782;0,16752125;0,021490851
E;3;3;80;2;2;1;0,178249072;0,134502789;0,232403029;0,024920687
E;4;3;80;2;2;1;0,036571603;0,020837978;0,063415452;0,010402943
E;1;2;81;2;2;1;0,067860824;0,048598931;0,094002745;0,011434795
E;2;2;81;2;2;1;0,009863994;0,005204964;0,018615343;0,003208921
E;3;3;81;2;2;1;0,195080693;0,135568327;0,272483027;0,034871213
E;11;3;81;2;2;1;0,029802114;0,01851658;0,047632174;0,00719128
E;3;3;82;2;2;1;0,685386831;0,627050186;0,738405276;0,028500444
E;7;3;82;2;2;1;0,225502995;0,182579503;0,275121196;0,023621386
E;3;3;83;2;2;1;0,287473829;0,234658148;0,346790558;0,028687856
E;5;3;83;2;2;1;0,070456672;0,046518206;0,105352832;0,014721821
E;3;3;84;2;2;1;0,24796627;0,189046507;0,318047504;0,03298863
E;4;3;84;2;2;1;0,054554344;0,030141366;0,096767718;0,016283774
E;1;2;85;2;2;1;0,084142678;0,062194512;0,112903773;0,012814782
E;2;2;85;2;2;1;0,012416012;0,006507896;0,023560545;0,004078539
E;3;3;85;2;2;1;0,224995512;0,157235687;0,311174256;0,039336406
E;11;3;85;2;2;1;0,03548962;0,02203317;0,05668803;0,008567069
E;3;3;86;2;2;1;0,726749508;0,668721282;0,777987813;0,027942245
E;7;3;86;2;2;1;0,262246092;0,212429638;0,319012854;0,027245642
E;3;3;87;2;2;1;0,314680716;0,25916187;0,376055819;0,029928206
E;5;3;87;2;2;1;0,07941391;0,054101058;0,11512866;0,015328111
E;3;3;88;2;2;1;0,122768605;0,088551104;0,16777441;0,020054963
E;4;3;88;2;2;1;0,023905751;0,013226108;0,042834519;0,007176574
E;1;2;89;2;2;1;0,063140491;0,044579156;0,088712581;0,011097804
E;2;2;89;2;2;1;0,009138315;0,004641712;0,017912554;0,003150335
E;3;3;89;2;2;1;0,220572007;0,15336999;0,306557779;0,0391271
E;11;3;89;2;2;1;0,034625421;0,021490324;0,055334817;0,008365149
E;3;3;90;2;2;1;0,633714979;0,568191825;0,694638958;0,032415113
E;7;3;90;2;2;1;0,187805593;0,148572788;0,234544502;0,021907917
E;3;3;91;2;2;1;0,166945001;0,123547787;0,22172944;0,024963772
E;5;3;91;2;2;1;0,036283086;0,022425372;0,058194377;0,00883863
E;3;3;92;2;2;1;0,114499557;0,07996423;0,161334667;0,02054952
E;4;3;92;2;2;1;0,022127619;0,011995282;0,040468115;0,00687361
E;1;2;93;2;2;1;0,098863986;0,074079614;0,130769229;0,014351505
E;2;2;93;2;2;1;0,014790939;0,007811966;0,027829837;0,004798532
E;3;3;93;2;2;1;0,287502776;0,217090298;0,369961258;0,039209042
E;11;3;93;2;2;1;0,048654385;0,032082032;0,073140501;0,010242581
E;3;3;94;2;2;1;0,732346496;0,664061057;0,791117786;0,032514089
E;7;3;94;2;2;1;0,267771348;0,208440314;0,33680471;0,03285102
E;3;3;95;2;2;1;0,216470135;0,16824464;0,273965784;0,026978735
E;5;3;95;2;2;1;0,049342539;0,031853477;0,075683274;0,010910136
E;3;3;96;2;2;1;0,144590054;0,104697368;0,196349414;0,023248101
E;4;3;96;2;2;1;0,028730383;0,015947077;0,051227443;0,00856732
E;1;2;97;2;2;1;0,04457237;0,03099216;0,063711935;0,008201948
E;2;2;97;2;2;1;0,006343425;0,003255463;0,012324253;0,002155263
E;3;3;97;2;2;1;0,313468901;0,23203717;0,408285158;0,045335194
E;11;3;97;2;2;1;0,054704927;0,035075156;0,084360029;0,012268843
E;3;3;98;2;2;1;0,656847531;0,576490181;0,729121995;0,039202777
E;7;3;98;2;2;1;0,203713761;0,153570725;0,26510138;0,028439059
E;3;3;99;2;2;1;0,178792912;0,130190019;0,240522969;0,02807168
E;5;3;99;2;2;1;0,039295466;0,02390376;0,06394864;0,009880211
E;3;3;100;2;2;1;0,151270606;0,106734469;0,210020737;0,026193055
E;4;3;100;2;2;1;0,030247109;0,016632197;0,054390583;0,009158868
E;1;2;101;2;2;1;0,064286838;0,045555125;0,089994559;0,01117922
E;2;2;101;2;2;1;0,009313973;0,004754589;0,018165746;0,003187145
E;3;3;101;2;2;1;0,257439521;0,162195518;0,383041897;0,056828767
E;11;3;101;2;2;1;0,042091297;0,023037518;0,075683191;0,012803797
E;3;3;102;2;2;1;0,784824705;0,724218227;0,835144006;0,028305885
E;7;3;102;2;2;1;0,327720618;0,260039903;0,403413081;0,036785387
E;3;3;103;2;2;1;0,255785188;0,181320002;0,347838571;0,04267911
E;5;3;103;2;2;1;0,060653767;0,034571907;0,104286882;0,017136878
E;3;3;104;2;2;1;0,180563091;0,130311864;0,244739164;0,029113935
E;4;3;104;2;2;1;0,037129477;0,020538107;0,066217781;0,011112204
E;1;2;105;2;2;1;0,115669114;0,086630345;0,152813222;0,016773063
E;2;2;105;2;2;1;0,017583998;0,009341512;0,032858024;0,005648474
E;3;3;105;2;2;1;0,380009006;0,260311834;0,516326299;0,066694455
E;11;3;105;2;2;1;0,072084477;0,040808889;0,124225133;0,020547283
E;3;3;106;2;2;1;0,76971564;0,710586096;0,819827651;0,027896983
E;7;3;106;2;2;1;0,308783299;0,246658576;0,378689619;0,033833968
E;3;3;107;2;2;1;0,222242064;0,17256926;0,281351091;0,02776884
E;5;3;107;2;2;1;0,050947964;0,032861463;0,078184293;0,011283404
E;3;3;108;2;2;1;0,203473635;0,151731965;0,267299652;0,029467133
E;4;3;108;2;2;1;0,042790982;0,023673047;0,076144107;0,012784634
E;1;2;109;2;2;1;0,110265324;0,082282335;0,146248335;0,016202629
E;2;2;109;2;2;1;0,016676105;0,008737473;0,031597646;0,0054749
E;3;3;109;2;2;1;0,32451354;0,234426938;0,429784358;0,050369485
E;11;3;109;2;2;1;0,057394583;0,036411508;0,089348468;0,013168534
E;3;3;110;2;2;1;0,747916621;0,684619468;0,802180713;0,030055199
E;7;3;110;2;2;1;0,283942585;0,224524552;0,351948494;0,032624739
E;3;3;111;2;2;1;0,199151183;0,149200349;0,260700819;0,028421662
E;5;3;111;2;2;1;0,044633148;0,027312637;0,072123148;0,011075673
E;3;3;112;2;2;1;0,263135451;0,199711986;0,338189044;0,035451188
E;4;3;112;2;2;1;0,058817049;0,03322387;0,102044348;0,016889509
E;1;2;113;2;2;1;0,080523282;0,057432508;0,111796594;0,013702506
E;2;2;113;2;2;1;0,011842045;0,006006607;0,023214228;0,004087778
E;3;3;113;2;2;1;0,336162777;0,24040219;0,447591414;0,053516131
E;11;3;113;2;2;1;0,060311057;0,037267454;0,09617975;0,014620114
E;3;3;114;2;2;1;0,691079649;0,625196414;0,750012595;0,03196968
E;7;3;114;2;2;1;0,230170576;0,181311589;0,287571084;0,027133734
E;3;3;115;2;2;1;0,332032569;0,265523161;0,405992728;0,036034724
E;5;3;115;2;2;1;0,085409662;0,053499502;0,133665013;0,02001024
E;3;3;116;2;2;1;0,249353726;0,189870779;0,320108314;0,033308619
E;4;3;116;2;2;1;0,054938654;0,031182063;0,095019466;0,015660914
E;1;2;117;2;2;1;0,073278656;0,050685883;0,104829894;0,013606336
E;2;2;117;2;2;1;0,010704685;0,00530097;0,0214978;0,003826693
E;3;3;117;2;2;1;0,425330387;0,327145051;0,529781714;0,052401245
E;11;3;117;2;2;1;0,085761521;0,055793433;0,129616564;0,018488239
E;3;3;118;2;2;1;0,703347491;0,546089638;0,823711115;0,072219041
E;7;3;118;2;2;1;0,240629703;0,138383124;0,384692944;0,06335355
E;3;3;119;2;2;1;0,212591387;0,151186179;0,290403964;0,035524948
E;5;3;119;2;2;1;0,04827391;0,027864482;0,082365715;0,013378861
E2;4;4;1;1;1;2;0,611797722;0,463814386;0,741685276;0,072688854
E2;4;4;36;1;1;2;0,815883753;0,560419266;0,939034569;0,095483177
E2;4;4;75;1;1;2;0,953487853;0,671789035;0,99515301;0,052135266
